0,24,61,88,b
0,24,89,90,n
0,24,91,98,b
0,24,99,99,n
0,24,100,102,r
0,24,103,130,b
0,24,131,132,n
0,24,133,136,b
0,24,137,138,n
0,24,139,147,b
0,24,148,153,n
0,25,1,1,p
0,25,2,15,c
0,25,16,26,n
0,25,27,27,b
0,25,28,29,n
0,25,30,32,r
0,25,33,40,c
0,25,41,48,n
0,25,49,55,b
0,25,56,60,n
0,25,61,83,b
0,25,84,90,n
0,25,91,98,b
0,25,99,99,n
0,25,100,103,r
0,25,104,130,b
0,25,131,132,n
0,25,133,136,b
0,25,137,138,n
0,25,139,147,b
0,25,148,153,n
0,26,1,1,p
0,26,2,15,c
0,26,16,29,n
0,26,30,32,r
0,26,33,40,c
0,26,41,48,n
0,26,49,55,b
0,26,56,60,n
0,26,61,73,b
0,26,74,90,n
0,26,91,98,b
0,26,99,99,n
0,26,100,103,r
0,26,104,130,b
0,26,131,132,n
0,26,133,136,b
0,26,137,138,n
0,26,139,146,b
0,26,147,153,n
0,27,1,1,p
0,27,2,14,c
0,27,15,29,n
0,27,30,32,r
0,27,33,40,c
0,27,41,51,n
0,27,56,60,n
0,27,61,73,b
0,27,74,90,n
0,27,91,98,b
0,27,99,99,n
0,27,100,103,r
0,27,104,130,b
0,27,131,132,n
0,27,133,145,b
0,27,146,153,n
0,28,1,1,p
0,28,2,13,c
0,28,14,29,n
0,28,30,32,r
0,28,33,40,c
0,28,41,51,n
0,28,56,60,n
0,28,61,73,b
0,28,74,77,n
0,28,78,82,b
0,28,83,90,n
0,28,91,98,b
0,28,99,99,n
0,28,100,105,r
0,28,106,107,b
0,28,108,108,n
0,28,109,125,b
0,28,126,132,n
0,28,133,144,b
0,28,145,153,n
0,29,1,1,p
0,29,2,12,c
0,29,13,29,n
0,29,30,32,r
0,29,33,51,n
0,29,56,63,n
0,29,64,68,c
0,29,69,73,b
0,29,74,77,n
0,29,78,82,b
0,29,83,90,n
0,29,91,98,b
0,29,99,99,n
0,29,100,105,r
0,29,106,107,b
0,29,108,108,n
0,29,109,125,b
0,29,126,132,n
0,29,133,142,b
0,29,143,153,n
0,30,1,1,p
0,30,2,12,c
0,30,13,16,n
0,30,29,32,r
0,30,33,49,n
0,30,50,58,c
0,30,59,63,n
0,30,64,69,c
0,30,70,74,b
0,30,75,77,n
0,30,78,82,b
0,30,83,90,n
0,30,91,98,b
0,30,99,100,n
0,30,101,105,r
0,30,106,107,b
0,30,108,108,n
0,30,109,113,b
0,30,114,120,n
0,30,121,125,b
0,30,126,132,n
0,30,133,140,b
0,30,141,153,n
0,31,1,1,p
0,31,2,10,c
0,31,11,29,n
0,31,30,32,r
0,31,33,49,n
0,31,50,58,c
0,31,59,63,n
0,31,64,69,c
0,31,70,77,n
0,31,78,78,b
0,31,79,80,n
0,31,81,82,b
0,31,83,90,n
0,31,91,98,b
0,31,99,100,n
0,31,101,105,r
0,31,106,113,b
0,31,114,120,n
0,31,121,125,b
0,31,126,132,n
0,31,133,138,b
0,31,139,153,n
0,32,1,1,p
0,32,2,16,r
0,32,17,29,n
0,32,30,32,r
0,32,33,49,n
0,32,50,58,c
0,32,59,63,n
0,32,64,69,c
0,32,70,90,n
0,32,91,98,b
0,32,99,101,n
0,32,102,104,r
0,32,105,113,b
0,32,114,120,n
0,32,121,124,b
0,32,125,153,n
0,33,1,1,p
0,33,2,5,n
0,33,6,8,r
0,33,9,29,n
0,33,30,32,r
0,33,33,49,n
0,33,50,58,c
0,33,59,63,n
0,33,64,65,r
0,33,66,90,n
0,33,91,98,b
0,33,99,101,n
0,33,102,104,r
0,33,105,113,b
0,33,114,120,n
0,33,121,123,b
0,33,124,127,n
0,33,128,129,b
0,33,130,153,n
0,34,1,1,p
0,34,2,6,n
0,34,7,8,r
0,34,9,29,n
0,34,30,32,r
0,34,33,49,n
0,34,50,58,c
0,34,59,63,n
0,34,64,65,r
0,34,66,76,b
0,34,77,90,n
0,34,91,98,b
0,34,99,101,n
0,34,102,104,r
0,34,105,112,b
0,34,113,120,n
0,34,121,125,b
0,34,126,127,n
0,34,128,129,b
0,34,130,137,n
0,34,138,138,b
0,34,139,153,n
0,35,1,1,p
0,35,2,6,n
0,35,7,8,r
0,35,9,29,n
0,35,30,32,r
0,35,33,49,n
0,35,50,58,c
0,35,59,63,n
0,35,64,65,r
0,35,66,76,b
0,35,77,90,n
0,35,91,98,b
0,35,99,101,n
0,35,102,104,r
0,35,105,112,b
0,35,113,120,n
0,35,121,141,b
0,35,142,153,n
0,36,1,1,p
0,36,2,6,n
0,36,7,8,r
0,36,9,29,n
0,36,30,32,r
0,36,33,49,n
0,36,50,58,c
0,36,59,63,n
0,36,64,65,r
0,36,66,76,b
0,36,77,90,n
0,36,91,98,b
0,36,99,101,n
0,36,102,104,r
0,36,105,112,b
0,36,113,120,n
0,36,121,141,b
0,36,142,153,n
0,37,1,1,p
0,37,2,6,n
0,37,7,8,r
0,37,9,29,n
0,37,30,32,r
0,37,33,49,n
0,37,50,58,c
0,37,59,63,n
0,37,64,65,r
0,37,66,74,b
0,37,75,90,n
0,37,91,98,b
0,37,99,101,n
0,37,102,104,r
0,37,105,112,b
0,37,113,120,n
0,37,121,141,b
0,37,142,153,n
0,38,1,1,p
0,38,2,6,n
0,38,7,8,r
0,38,9,29,n
0,38,30,32,r
0,38,33,49,n
0,38,50,58,c
0,38,59,63,n
0,38,64,65,r
0,38,66,74,b
0,38,75,78,n
0,38,79,88,b
0,38,89,90,n
0,38,91,98,b
0,38,99,101,n
0,38,102,104,r
0,38,105,112,b
0,38,113,120,n
0,38,121,141,b
0,38,142,153,n
0,39,1,1,p
0,39,2,5,n
0,39,6,8,r
0,39,9,29,n
0,39,30,32,r
0,39,33,49,n
0,39,50,58,c
0,39,59,63,n
0,39,64,67,c
0,39,68,74,b
0,39,75,76,n
0,39,77,88,b
0,39,89,90,n
0,39,91,93,b
0,39,94,101,n
0,39,102,104,r
0,39,105,113,b
0,39,114,120,n
0,39,121,141,b
0,39,142,153,n
0,40,1,1,p
0,40,2,16,r
0,40,17,29,n
0,40,30,32,r
0,40,33,49,n
0,40,50,58,c
0,40,59,63,n
0,40,64,67,c
0,40,68,74,b
0,40,75,76,n
0,40,77,88,b
0,40,89,101,n
0,40,102,104,r
0,40,105,113,b
0,40,114,120,n
0,40,121,141,b
0,40,142,153,n
0,41,1,1,p
0,41,2,29,n
0,41,30,32,r
0,41,33,49,n
0,41,50,58,c
0,41,59,63,n
0,41,64,67,c
0,41,68,74,b
0,41,75,75,n
0,41,76,88,b
0,41,89,101,n
0,41,102,104,r
0,41,105,113,b
0,41,114,123,n
0,41,124,141,b
0,41,142,153,n
0,42,1,1,p
0,42,2,29,n
0,42,30,32,r
0,42,33,49,n
0,42,50,58,c
0,42,59,63,n
0,42,64,67,c
0,42,68,74,b
0,42,75,75,n
0,42,76,88,b
0,42,89,101,n
0,42,102,104,r
0,42,105,113,b
0,42,114,123,n
0,42,124,141,b
0,42,142,153,n
0,43,1,1,p
0,43,2,29,n
0,43,30,32,r
0,43,33,49,n
0,43,50,58,c
0,43,59,63,n
0,43,64,67,c
0,43,68,74,b
0,43,75,75,n
0,43,76,88,b
0,43,89,100,n
0,43,101,104,r
0,43,105,108,b
0,43,109,123,n
0,43,124,138,b
0,43,139,153,n
0,44,1,1,p
0,44,2,29,n
0,44,30,32,r
0,44,33,49,n
0,44,50,58,c
0,44,59,63,n
0,44,64,67,r
0,44,68,74,b
0,44,75,75,n
0,44,76,88,b
0,44,89,97,n
0,44,98,104,r
0,44,105,108,b
0,44,109,114,n
0,44,115,122,b
0,44,124,137,n
0,44,138,138,b
0,44,139,153,n
0,45,1,1,p
0,45,2,29,n
0,45,30,32,r
0,45,33,49,n
0,45,50,56,c
0,45,57,63,n
0,45,64,67,r
0,45,68,74,b
0,45,75,75,n
0,45,76,88,b
0,45,89,97,n
0,45,98,99,r
0,45,100,102,n
0,45,103,105,r
0,45,106,108,n
0,45,109,123,b
0,45,124,136,n
0,45,137,144,b
0,45,145,153,n
0,46,1,1,p
0,46,2,16,r
0,46,17,29,n
0,46,30,32,r
0,46,33,49,n
0,46,50,53,c
0,46,54,63,n
0,46,64,72,r
0,46,73,75,n
0,46,76,88,b
0,46,89,97,n
0,46,98,99,r
0,46,100,102,n
0,46,103,105,r
0,46,106,108,n
0,46,109,123,b
0,46,124,136,n
0,46,137,144,b
0,46,145,153,n
0,47,1,1,p
0,47,2,29,n
0,47,30,32,r
0,47,33,49,n
0,47,50,50,c
0,47,51,68,n
0,47,69,73,r
0,47,74,75,n
0,47,76,88,b
0,47,89,89,n
0,47,90,92,r
0,47,93,97,n
0,47,98,99,r
0,47,100,105,b
0,47,106,108,n
0,47,109,123,b
0,47,124,136,n
0,47,137,144,b
0,47,145,153,n
0,48,1,1,p
0,48,2,29,n
0,48,30,32,r
0,48,33,70,n
0,48,71,75,r
0,48,76,76,n
0,48,77,81,b
0,48,82,85,c
0,48,86,92,r
0,48,93,97,n
0,48,98,99,r
0,48,100,105,b
0,48,106,108,n
0,48,109,126,b
0,48,127,137,n
0,48,138,146,b
0,48,147,153,n
0,49,1,1,p
0,49,2,29,n
0,49,30,32,r
0,49,49,61,n
0,49,62,63,b
0,49,64,65,n
0,49,66,71,b
0,49,72,73,n
0,49,74,76,r
0,49,77,81,b
0,49,82,85,c
0,49,86,89,r
0,49,90,93,c
0,49,94,97,n
0,49,98,99,r
0,49,100,105,b
0,49,106,108,n
0,49,109,126,b
0,49,127,130,n
0,49,131,146,b
0,49,147,153,n
0,50,1,1,p
0,50,2,29,n
0,50,30,32,r
0,50,33,55,n
0,50,56,59,b
0,50,60,61,n
0,50,62,64,b
0,50,65,65,n
0,50,66,71,b
0,50,72,75,n
0,50,76,77,r
0,50,78,78,b
0,50,79,89,r
0,50,90,93,c
0,50,94,97,n
0,50,98,99,r
0,50,100,105,b
0,50,106,108,n
0,50,109,127,b
0,50,128,130,n
0,50,131,146,b
0,50,147,153,n
0,51,1,1,p
0,51,2,29,n
0,51,30,32,r
0,51,33,55,n
0,51,56,59,b
0,51,60,61,n
0,51,62,64,b
0,51,65,65,n
0,51,66,71,b
0,51,72,76,n
0,51,77,99,r
0,51,100,105,b
0,51,106,108,n
0,51,109,128,b
0,51,129,130,n
0,51,131,146,b
0,51,147,153,n
0,52,1,1,p
0,52,2,16,r
0,52,17,29,n
0,52,30,32,r
0,52,33,54,n
0,52,55,59,b
0,52,60,61,n
0,52,62,64,b
0,52,65,65,n
0,52,66,68,b
0,52,69,69,n
0,52,70,71,b
0,52,72,77,n
0,52,78,99,r
0,52,100,105,b
0,52,106,123,n
0,52,124,127,b
0,52,128,130,n
0,52,131,140,b
0,52,141,153,n
0,53,1,1,p
0,53,2,29,n
0,53,30,32,r
0,53,33,55,n
0,53,56,59,b
0,53,60,61,n
0,53,62,64,b
0,53,65,65,n
0,53,66,68,b
0,53,69,69,n
0,53,70,71,b
0,53,72,78,n
0,53,79,80,b
0,53,81,82,n
0,53,83,87,r
0,53,88,97,c
0,53,98,100,r
0,53,101,123,n
0,53,124,127,b
0,53,128,131,n
0,53,132,138,b
0,53,139,150,n
0,53,151,153,r
0,54,1,1,p
0,54,2,29,n
0,54,30,32,r
0,54,33,63,n
0,54,64,64,b
0,54,65,65,n
0,54,66,71,b
0,54,72,78,n
0,54,79,87,b
0,54,88,97,c
0,54,98,100,r
0,54,101,130,n
0,54,132,137,b
0,54,138,146,n
0,54,147,153,r
0,55,1,16,p
0,55,17,29,n
0,55,30,32,r
0,55,33,63,p
0,55,64,76,n
0,55,77,87,b
0,55,88,89,n
0,55,90,96,b
0,55,97,97,n
0,55,98,100,r
0,55,101,131,n
0,55,132,135,b
0,55,136,146,n
0,55,147,153,r
0,56,17,32,p
0,56,49,63,n
0,56,64,76,p
0,56,77,87,b
0,56,88,89,n
0,56,90,96,b
0,56,97,98,n
0,56,99,101,r
0,56,102,108,n
0,56,109,123,r
0,56,124,142,n
0,56,143,147,r
0,56,148,153,n
0,57,49,63,n
0,57,76,76,p
0,57,77,87,b
0,57,88,89,n
0,57,90,96,b
0,57,97,99,n
0,57,100,123,r
0,57,124,138,n
0,57,139,146,r
0,57,147,153,n
0,58,49,63,n
0,58,76,76,p
0,58,77,87,b
0,58,88,89,n
0,58,90,96,b
0,58,97,100,n
0,58,101,108,r
0,58,109,123,n
0,58,124,144,r
0,58,145,153,n
0,59,49,63,n
0,59,76,76,p
0,59,77,87,b
0,59,88,89,n
0,59,90,96,b
0,59,97,97,n
0,59,98,101,b
0,59,102,104,n
0,59,105,106,r
0,59,107,123,n
0,59,124,138,r
0,59,139,153,n
0,60,49,63,n
0,60,76,76,p
0,60,77,87,b
0,60,88,89,n
0,60,90,96,b
0,60,97,97,n
0,60,98,101,b
0,60,102,104,n
0,60,105,106,r
0,60,107,108,n
0,60,109,123,r
0,60,124,153,n
0,61,49,63,n
0,61,76,76,p
0,61,77,87,b
0,61,88,89,n
0,61,90,96,b
0,61,97,104,n
0,61,105,106,r
0,61,107,108,n
0,61,109,123,r
0,61,124,150,c
0,61,151,153,n
0,62,49,63,n
0,62,77,87,b
0,62,88,99,n
0,62,100,103,b
0,62,104,104,n
0,62,105,108,c
0,62,109,123,n
0,62,124,150,c
0,62,151,153,n
0,63,49,63,n
0,63,76,76,p
0,63,77,87,b
0,63,88,99,n
0,63,100,103,b
0,63,104,104,n
0,63,105,108,c
0,63,109,123,n
0,63,124,150,c
0,63,151,153,n
0,64,49,63,n
0,64,77,87,b
0,64,88,99,n
0,64,100,103,b
0,64,104,108,n
0,64,109,123,p
0,64,124,138,c
0,64,139,153,n
0,65,49,63,n
0,65,76,108,p
0,65,124,153,p
0,66,49,63,n
0,67,49,63,n
0,68,49,63,n
0,69,49,63,n
0,70,49,63,n
0,71,49,63,n
0,72,49,63,n
0,73,49,63,n
0,74,49,63,n
0,75,49,63,n
0,76,49,63,n
0,77,49,63,n
0,78,49,63,n
0,79,49,63,n
0,80,49,63,n
0,81,49,63,n
0,82,49,63,n
0,83,49,63,n
0,84,49,63,n
0,85,49,63,n
0,86,49,63,n
0,86,153,153,p
0,87,49,63,n
0,87,152,152,r
0,87,153,153,n
0,88,49,63,n
0,88,151,151,p
0,88,152,152,n
0,88,153,153,r
